卡号,消费额,付款方式,性别,年龄,物品
69110,11.8488,CASH,M,16,蔬菜罐头
69110,11.8488,CASH,M,16,肉罐头
69110,11.8488,CASH,M,16,冻肉
69110,11.8488,CASH,M,16,啤酒
69110,11.8488,CASH,M,16,白酒
69110,11.8488,CASH,M,16,鱼类
69110,11.8488,CASH,M,16,糖果
86612,29.7839,CARD,M,27,鲜肉
93353,36.8045,CARD,F,40,乳制品
93353,36.8045,CARD,F,40,蔬菜罐头
93353,36.8045,CARD,F,40,肉罐头
93353,36.8045,CARD,F,40,白酒
93353,36.8045,CARD,F,40,糖果
25311,47.5451,CARD,M,24,水果
25311,47.5451,CARD,M,24,鲜肉
25311,47.5451,CARD,M,24,白酒
81487,20.0766,CHEQUE,M,25,乳制品
81487,20.0766,CHEQUE,M,25,冻肉
81487,20.0766,CHEQUE,M,25,啤酒
18331,47.898,CARD,F,20,水果
18331,47.898,CARD,F,20,冻肉
18331,47.898,CARD,F,20,白酒
18331,47.898,CARD,F,20,糖果
84148,49.1791,CHEQUE,F,22,水果
84148,49.1791,CHEQUE,F,22,啤酒
84148,49.1791,CHEQUE,F,22,白酒
84148,49.1791,CHEQUE,F,22,鱼类
84148,49.1791,CHEQUE,F,22,糖果
83500,49.2505,CARD,M,21,蔬菜罐头
83500,49.2505,CARD,M,21,肉罐头
83500,49.2505,CARD,M,21,鱼类
83500,49.2505,CARD,M,21,糖果
29316,34.5206,CARD,M,39,蔬菜罐头
29316,34.5206,CARD,M,39,冻肉
29316,34.5206,CARD,M,39,啤酒
29316,34.5206,CARD,M,39,软饮料
82173,15.7511,CASH,F,22,水果
82173,15.7511,CASH,F,22,肉罐头
82173,15.7511,CASH,F,22,啤酒
82173,15.7511,CASH,F,22,鱼类
62264,43.3344,CARD,M,26,糖果
14875,18.5153,CHEQUE,M,36,鲜肉
14875,18.5153,CHEQUE,M,36,啤酒
14875,18.5153,CHEQUE,M,36,白酒
73594,13.0883,CHEQUE,F,41,乳制品
79384,22.4563,CARD,F,45,鱼类
63138,16.9606,CHEQUE,M,22,水果
63138,16.9606,CHEQUE,M,22,冻肉
63138,16.9606,CHEQUE,M,22,鱼类
58144,28.8307,CARD,F,38,肉罐头
58144,28.8307,CARD,F,38,冻肉
103446,25.3568,CARD,M,23,乳制品
103446,25.3568,CARD,M,23,肉罐头
28994,11.2168,CASH,F,18,水果
28994,11.2168,CASH,F,18,肉罐头
28994,11.2168,CASH,F,18,鱼类
72298,41.0628,CASH,M,25,啤酒
69884,18.91,CASH,M,30,软饮料
69884,18.91,CASH,M,30,糖果
68119,15.1803,CHEQUE,F,25,肉罐头
68119,15.1803,CHEQUE,F,25,软饮料
68119,15.1803,CHEQUE,F,25,糖果
14692,40.8875,CARD,F,19,蔬菜罐头
14692,40.8875,CARD,F,19,白酒
52530,28.0822,CASH,F,35,软饮料
28803,41.9003,CHEQUE,M,38,蔬菜罐头
28803,41.9003,CHEQUE,M,38,冻肉
28803,41.9003,CHEQUE,M,38,啤酒
28803,41.9003,CHEQUE,M,38,鱼类
86983,43.3446,CARD,F,17,水果
86983,43.3446,CARD,F,17,鲜肉
86983,43.3446,CARD,F,17,肉罐头
86983,43.3446,CARD,F,17,白酒
86983,43.3446,CARD,F,17,鱼类
86983,43.3446,CARD,F,17,糖果
72454,44.1263,CASH,F,27,啤酒
72454,44.1263,CASH,F,27,白酒
72454,44.1263,CASH,F,27,糖果
50551,27.6473,CARD,F,27,水果
50551,27.6473,CARD,F,27,乳制品
50551,27.6473,CARD,F,27,蔬菜罐头
50551,27.6473,CARD,F,27,冻肉
50551,27.6473,CARD,F,27,软饮料
92868,48.3546,CHEQUE,M,40,蔬菜罐头
92868,48.3546,CHEQUE,M,40,冻肉
92868,48.3546,CHEQUE,M,40,白酒
20991,37.5076,CARD,M,25,蔬菜罐头
20991,37.5076,CARD,M,25,冻肉
20991,37.5076,CARD,M,25,啤酒
98352,46.0629,CARD,F,36,肉罐头
98352,46.0629,CARD,F,36,冻肉
98352,46.0629,CARD,F,36,鱼类
30239,42.3719,CARD,M,17,水果
30239,42.3719,CARD,M,17,乳制品
30239,42.3719,CARD,M,17,软饮料
15882,20.7035,CASH,M,20,蔬菜罐头
15882,20.7035,CASH,M,20,冻肉
15882,20.7035,CASH,M,20,啤酒
30989,25.9133,CARD,F,50,糖果
107499,12.3961,CASH,F,28,白酒
107499,12.3961,CASH,F,28,软饮料
70336,45.3326,CASH,F,20,水果
70336,45.3326,CASH,F,20,乳制品
47598,42.9427,CARD,F,40,水果
47598,42.9427,CARD,F,40,啤酒
47598,42.9427,CARD,F,40,白酒
47598,42.9427,CARD,F,40,糖果
20260,13.1243,CHEQUE,M,21,蔬菜罐头
20260,13.1243,CHEQUE,M,21,糖果
50531,37.4002,CARD,F,36,水果
50531,37.4002,CARD,F,36,鲜肉
50531,37.4002,CARD,F,36,乳制品
42653,14.0502,CARD,M,49,软饮料
94685,31.7561,CARD,M,29,鲜肉
94685,31.7561,CARD,M,29,乳制品
11818,31.9051,CARD,F,48,鲜肉
25668,21.9571,CHEQUE,F,19,白酒
25668,21.9571,CHEQUE,F,19,糖果
53959,40.8684,CASH,F,27,鲜肉
53959,40.8684,CASH,F,27,乳制品
53959,40.8684,CASH,F,27,啤酒
53959,40.8684,CASH,F,27,软饮料
53959,40.8684,CASH,F,27,糖果
55992,17.2856,CASH,M,30,肉罐头
55992,17.2856,CASH,M,30,软饮料
55992,17.2856,CASH,M,30,鱼类
85081,38.2586,CARD,F,29,水果
85081,38.2586,CARD,F,29,啤酒
85081,38.2586,CARD,F,29,白酒
85081,38.2586,CARD,F,29,糖果
104800,13.2577,CARD,M,29,啤酒
92125,15.7945,CARD,F,17,蔬菜罐头
107314,42.9349,CASH,M,26,蔬菜罐头
107314,42.9349,CASH,M,26,冻肉
107314,42.9349,CASH,M,26,啤酒
107314,42.9349,CASH,M,26,白酒
29192,21.2654,CASH,M,29,鲜肉
29192,21.2654,CASH,M,29,糖果
48749,18.471,CARD,F,30,鱼类
49658,17.2076,CARD,M,40,鲜肉
49658,17.2076,CARD,M,40,蔬菜罐头
49658,17.2076,CARD,M,40,软饮料
49658,17.2076,CARD,M,40,糖果
20521,46.3,CASH,M,44,水果
20521,46.3,CASH,M,44,蔬菜罐头
20521,46.3,CASH,M,44,白酒
75663,20.8372,CARD,F,29,鲜肉
75663,20.8372,CARD,F,29,肉罐头
65425,23.0249,CARD,F,25,乳制品
65425,23.0249,CARD,F,25,啤酒
67133,36.6913,CHEQUE,M,39,蔬菜罐头
67133,36.6913,CHEQUE,M,39,冻肉
67133,36.6913,CHEQUE,M,39,白酒
67133,36.6913,CHEQUE,M,39,糖果
62455,35.2522,CARD,F,43,鱼类
100255,22.6799,CHEQUE,M,30,白酒
15590,44.0704,CASH,M,41,水果
15590,44.0704,CASH,M,41,蔬菜罐头
15590,44.0704,CASH,M,41,鱼类
46278,34.0079,CARD,M,40,水果
46278,34.0079,CARD,M,40,鲜肉
46278,34.0079,CARD,M,40,蔬菜罐头
46278,34.0079,CARD,M,40,啤酒
12582,25.6014,CASH,M,23,水果
12582,25.6014,CASH,M,23,鲜肉
12582,25.6014,CASH,M,23,啤酒
12582,25.6014,CASH,M,23,白酒
12582,25.6014,CASH,M,23,鱼类
38723,17.159,CHEQUE,F,16,水果
38723,17.159,CHEQUE,F,16,啤酒
38723,17.159,CHEQUE,F,16,软饮料
38723,17.159,CHEQUE,F,16,鱼类
47251,46.4065,CARD,F,43,水果
47251,46.4065,CARD,F,43,鲜肉
47251,46.4065,CARD,F,43,蔬菜罐头
47251,46.4065,CARD,F,43,白酒
47251,46.4065,CARD,F,43,软饮料
47251,46.4065,CARD,F,43,鱼类
47251,46.4065,CARD,F,43,糖果
109798,15.133,CASH,M,33,冻肉
59349,28.4931,CARD,M,18,水果
59349,28.4931,CARD,M,18,蔬菜罐头
59349,28.4931,CARD,M,18,冻肉
59349,28.4931,CARD,M,18,啤酒
59349,28.4931,CARD,M,18,软饮料
17830,28.0198,CARD,F,47,水果
17830,28.0198,CARD,F,47,肉罐头
17830,28.0198,CARD,F,47,啤酒
17830,28.0198,CARD,F,47,鱼类
69401,36.754,CASH,F,25,水果
69401,36.754,CASH,F,25,肉罐头
69401,36.754,CASH,F,25,白酒
69401,36.754,CASH,F,25,糖果
103708,26.061,CASH,F,29,白酒
103708,26.061,CASH,F,29,鱼类
27664,35.6361,CASH,F,26,水果
27664,35.6361,CASH,F,26,乳制品
27664,35.6361,CASH,F,26,肉罐头
27664,35.6361,CASH,F,26,冻肉
27664,35.6361,CASH,F,26,软饮料
27664,35.6361,CASH,F,26,鱼类
102206,27.6682,CARD,F,41,水果
102206,27.6682,CARD,F,41,蔬菜罐头
51732,41.0697,CASH,M,33,鲜肉
51732,41.0697,CASH,M,33,蔬菜罐头
51732,41.0697,CASH,M,33,冻肉
51732,41.0697,CASH,M,33,啤酒
28630,30.4989,CHEQUE,F,39,肉罐头
28630,30.4989,CHEQUE,F,39,鱼类
36857,46.1326,CASH,M,49,鲜肉
82419,19.7255,CHEQUE,F,31,鲜肉
82419,19.7255,CHEQUE,F,31,蔬菜罐头
82419,19.7255,CHEQUE,F,31,啤酒
103385,22.8296,CASH,M,16,水果
103385,22.8296,CASH,M,16,鲜肉
103385,22.8296,CASH,M,16,蔬菜罐头
103385,22.8296,CASH,M,16,冻肉
103385,22.8296,CASH,M,16,啤酒
103385,22.8296,CASH,M,16,鱼类
87793,46.8845,CASH,F,40,冻肉
87793,46.8845,CASH,F,40,白酒
87793,46.8845,CASH,F,40,鱼类
87793,46.8845,CASH,F,40,糖果
94341,22.4622,CARD,M,17,蔬菜罐头
94341,22.4622,CARD,M,17,冻肉
94341,22.4622,CARD,M,17,啤酒
94341,22.4622,CARD,M,17,白酒
19078,38.852,CASH,M,28,水果
19078,38.852,CASH,M,28,糖果
109376,43.1101,CASH,M,21,白酒
58235,48.1146,CASH,F,45,蔬菜罐头
58235,48.1146,CASH,F,45,白酒
58235,48.1146,CASH,F,45,糖果
33233,24.774,CARD,M,28,鲜肉
33233,24.774,CARD,M,28,白酒
83883,23.034,CARD,F,47,白酒
83883,23.034,CARD,F,47,糖果
69718,43.3975,CARD,F,29,白酒
69718,43.3975,CARD,F,29,软饮料
69718,43.3975,CARD,F,29,糖果
105829,27.0835,CHEQUE,F,23,鲜肉
105829,27.0835,CHEQUE,F,23,冻肉
39221,35.3104,CARD,M,43,鲜肉
39221,35.3104,CARD,M,43,肉罐头
98809,45.5905,CARD,F,19,水果
98809,45.5905,CARD,F,19,冻肉
98809,45.5905,CARD,F,19,啤酒
98809,45.5905,CARD,F,19,白酒
98809,45.5905,CARD,F,19,鱼类
98809,45.5905,CARD,F,19,糖果
14759,14.8671,CARD,M,24,乳制品
14759,14.8671,CARD,M,24,蔬菜罐头
14759,14.8671,CARD,M,24,软饮料
40659,27.48,CARD,M,39,蔬菜罐头
40659,27.48,CARD,M,39,冻肉
40659,27.48,CARD,M,39,啤酒
95915,17.3132,CASH,M,35,蔬菜罐头
95915,17.3132,CASH,M,35,肉罐头
95915,17.3132,CASH,M,35,冻肉
95915,17.3132,CASH,M,35,啤酒
105601,40.7653,CARD,M,42,蔬菜罐头
105601,40.7653,CARD,M,42,肉罐头
105601,40.7653,CARD,M,42,冻肉
105601,40.7653,CARD,M,42,啤酒
89209,24.1621,CHEQUE,M,19,白酒
69754,44.0797,CASH,M,24,乳制品
69754,44.0797,CASH,M,24,软饮料
17133,21.3284,CARD,M,22,水果
17133,21.3284,CARD,M,22,冻肉
17133,21.3284,CARD,M,22,白酒
17133,21.3284,CARD,M,22,软饮料
11119,29.4205,CHEQUE,F,27,软饮料
11119,29.4205,CHEQUE,F,27,鱼类
11119,29.4205,CHEQUE,F,27,糖果
57615,46.7916,CARD,M,41,水果
57615,46.7916,CARD,M,41,肉罐头
57615,46.7916,CARD,M,41,糖果
61270,31.9036,CARD,M,49,白酒
11220,23.6325,CARD,M,27,蔬菜罐头
11220,23.6325,CARD,M,27,冻肉
11220,23.6325,CARD,M,27,啤酒
11220,23.6325,CARD,M,27,糖果
32444,24.2582,CASH,F,17,水果
32444,24.2582,CASH,F,17,乳制品
32444,24.2582,CASH,F,17,鱼类
93037,19.1763,CASH,F,41,蔬菜罐头
93037,19.1763,CASH,F,41,白酒
93037,19.1763,CASH,F,41,鱼类
34809,32.7941,CASH,F,38,肉罐头
57582,24.6694,CASH,M,39,乳制品
57582,24.6694,CASH,M,39,肉罐头
59184,12.4807,CASH,F,36,鲜肉
27682,18.2962,CHEQUE,F,47,啤酒
27682,18.2962,CHEQUE,F,47,鱼类
27682,18.2962,CHEQUE,F,47,糖果
56851,21.6406,CARD,M,29,蔬菜罐头
56851,21.6406,CARD,M,29,冻肉
56851,21.6406,CARD,M,29,啤酒
12312,19.2175,CARD,F,34,鲜肉
12312,19.2175,CARD,F,34,冻肉
12312,19.2175,CARD,F,34,软饮料
53953,26.9729,CARD,F,48,水果
53953,26.9729,CARD,F,48,鲜肉
53953,26.9729,CARD,F,48,软饮料
81616,43.8689,CARD,F,21,水果
81616,43.8689,CARD,F,21,蔬菜罐头
81616,43.8689,CARD,F,21,肉罐头
81616,43.8689,CARD,F,21,糖果
37366,43.2528,CASH,M,19,水果
37366,43.2528,CASH,M,19,乳制品
37366,43.2528,CASH,M,19,肉罐头
37366,43.2528,CASH,M,19,鱼类
97512,17.4561,CHEQUE,F,32,鲜肉
97512,17.4561,CHEQUE,F,32,软饮料
49769,20.058,CARD,M,19,鲜肉
98023,26.3646,CARD,F,20,冻肉
98023,26.3646,CARD,F,20,鱼类
32669,49.8042,CASH,M,46,水果
32669,49.8042,CASH,M,46,冻肉
61255,49.5666,CASH,F,31,乳制品
61255,49.5666,CASH,F,31,白酒
61255,49.5666,CASH,F,31,软饮料
61255,49.5666,CASH,F,31,糖果
101414,26.828,CARD,F,38,白酒
24686,38.2775,CARD,F,28,乳制品
24686,38.2775,CARD,F,28,啤酒
24686,38.2775,CARD,F,28,白酒
24686,38.2775,CARD,F,28,鱼类
24686,38.2775,CARD,F,28,糖果
37114,48.0396,CASH,M,37,蔬菜罐头
37114,48.0396,CASH,M,37,冻肉
37114,48.0396,CASH,M,37,啤酒
37114,48.0396,CASH,M,37,鱼类
37114,48.0396,CASH,M,37,糖果
94790,39.7012,CARD,M,31,肉罐头
94790,39.7012,CARD,M,31,鱼类
105007,44.6825,CARD,F,45,乳制品
105007,44.6825,CARD,F,45,白酒
105007,44.6825,CARD,F,45,糖果
38645,47.2099,CASH,F,20,水果
38645,47.2099,CASH,F,20,肉罐头
38645,47.2099,CASH,F,20,啤酒
38645,47.2099,CASH,F,20,白酒
38645,47.2099,CASH,F,20,鱼类
38645,47.2099,CASH,F,20,糖果
37567,41.7778,CARD,M,46,鲜肉
37567,41.7778,CARD,M,46,乳制品
37567,41.7778,CARD,M,46,冻肉
62993,36.0895,CARD,F,45,乳制品
12547,32.3073,CARD,M,35,蔬菜罐头
12547,32.3073,CARD,M,35,肉罐头
12547,32.3073,CARD,M,35,冻肉
12547,32.3073,CARD,M,35,啤酒
106654,47.9564,CHEQUE,M,44,冻肉
106654,47.9564,CHEQUE,M,44,软饮料
59389,39.5687,CARD,F,29,蔬菜罐头
104327,26.223,CHEQUE,F,45,蔬菜罐头
104327,26.223,CHEQUE,F,45,白酒
87250,39.0228,CARD,F,43,鲜肉
27371,38.7433,CHEQUE,F,25,冻肉
27371,38.7433,CHEQUE,F,25,鱼类
91545,12.3519,CARD,M,45,乳制品
71276,36.3388,CARD,F,45,蔬菜罐头
71276,36.3388,CARD,F,45,冻肉
71276,36.3388,CARD,F,45,啤酒
109551,40.6114,CASH,M,35,啤酒
109551,40.6114,CASH,M,35,白酒
50961,24.0284,CASH,F,16,啤酒
72979,21.3607,CHEQUE,M,18,冻肉
72979,21.3607,CHEQUE,M,18,软饮料
72979,21.3607,CHEQUE,M,18,糖果
50104,25.603,CASH,M,23,水果
50104,25.603,CASH,M,23,啤酒
50104,25.603,CASH,M,23,鱼类
13893,24.8043,CARD,F,19,鲜肉
13893,24.8043,CARD,F,19,蔬菜罐头
13893,24.8043,CARD,F,19,肉罐头
13893,24.8043,CARD,F,19,冻肉
13893,24.8043,CARD,F,19,鱼类
12800,25.7388,CARD,F,49,水果
89460,33.4191,CASH,M,16,水果
89460,33.4191,CASH,M,16,蔬菜罐头
89460,33.4191,CASH,M,16,冻肉
89460,33.4191,CASH,M,16,啤酒
89460,33.4191,CASH,M,16,糖果
63779,45.9019,CHEQUE,F,48,软饮料
29483,29.1147,CHEQUE,M,16,水果
83127,41.2905,CHEQUE,M,21,水果
83127,41.2905,CHEQUE,M,21,鱼类
96371,40.2238,CASH,M,37,乳制品
66886,10.6842,CASH,M,41,水果
66886,10.6842,CASH,M,41,乳制品
66886,10.6842,CASH,M,41,肉罐头
66940,43.9612,CARD,F,35,白酒
66940,43.9612,CARD,F,35,软饮料
66940,43.9612,CARD,F,35,鱼类
66940,43.9612,CARD,F,35,糖果
36191,46.4275,CHEQUE,F,24,水果
36191,46.4275,CHEQUE,F,24,乳制品
36191,46.4275,CHEQUE,F,24,冻肉
36191,46.4275,CHEQUE,F,24,啤酒
36191,46.4275,CHEQUE,F,24,鱼类
93393,35.4566,CASH,M,37,水果
93393,35.4566,CASH,M,37,鲜肉
93393,35.4566,CASH,M,37,啤酒
60890,44.6318,CARD,M,28,鲜肉
60890,44.6318,CARD,M,28,蔬菜罐头
60890,44.6318,CARD,M,28,冻肉
60890,44.6318,CARD,M,28,啤酒
60890,44.6318,CARD,M,28,软饮料
60890,44.6318,CARD,M,28,鱼类
60890,44.6318,CARD,M,28,糖果
18464,20.9389,CARD,M,22,蔬菜罐头
75130,39.1493,CHEQUE,F,33,水果
75130,39.1493,CHEQUE,F,33,啤酒
64281,17.718,CARD,M,47,水果
64281,17.718,CARD,M,47,乳制品
64281,17.718,CARD,M,47,蔬菜罐头
64281,17.718,CARD,M,47,冻肉
64281,17.718,CARD,M,47,啤酒
64281,17.718,CARD,M,47,白酒
64281,17.718,CARD,M,47,鱼类
84937,24.8076,CHEQUE,F,43,水果
84937,24.8076,CHEQUE,F,43,啤酒
58388,18.7703,CHEQUE,M,39,肉罐头
58388,18.7703,CHEQUE,M,39,啤酒
58388,18.7703,CHEQUE,M,39,软饮料
106314,24.1036,CASH,F,37,蔬菜罐头
106314,24.1036,CASH,F,37,肉罐头
34529,43.1953,CARD,F,18,水果
34529,43.1953,CARD,F,18,肉罐头
34529,43.1953,CARD,F,18,鱼类
34529,43.1953,CARD,F,18,糖果
56220,12.6155,CARD,F,28,鲜肉
56220,12.6155,CARD,F,28,肉罐头
49085,26.1937,CARD,M,25,白酒
49085,26.1937,CARD,M,25,鱼类
49085,26.1937,CARD,M,25,糖果
84497,38.2919,CARD,F,31,肉罐头
84497,38.2919,CARD,F,31,白酒
84497,38.2919,CARD,F,31,糖果
90165,10.855,CHEQUE,F,24,蔬菜罐头
98626,27.505,CHEQUE,F,42,乳制品
98626,27.505,CHEQUE,F,42,蔬菜罐头
98626,27.505,CHEQUE,F,42,鱼类
98626,27.505,CHEQUE,F,42,糖果
96289,16.1359,CARD,M,47,水果
96289,16.1359,CARD,M,47,蔬菜罐头
96289,16.1359,CARD,M,47,冻肉
96289,16.1359,CARD,M,47,啤酒
78598,48.6573,CASH,M,30,白酒
78598,48.6573,CASH,M,30,糖果
37571,18.0642,CASH,M,38,鲜肉
37571,18.0642,CASH,M,38,蔬菜罐头
37571,18.0642,CASH,M,38,白酒
37571,18.0642,CASH,M,38,软饮料
42689,12.2038,CARD,F,40,水果
42689,12.2038,CARD,F,40,糖果
102421,19.2276,CASH,M,25,肉罐头
102421,19.2276,CASH,M,25,软饮料
102421,19.2276,CASH,M,25,鱼类
75792,31.2017,CASH,M,50,白酒
71604,18.1721,CARD,M,49,乳制品
71604,18.1721,CARD,M,49,啤酒
71604,18.1721,CARD,M,49,鱼类
28233,40.8109,CASH,F,50,水果
28233,40.8109,CASH,F,50,啤酒
28233,40.8109,CASH,F,50,白酒
28233,40.8109,CASH,F,50,鱼类
28233,40.8109,CASH,F,50,糖果
72902,46.5449,CASH,F,16,乳制品
72902,46.5449,CASH,F,16,白酒
72902,46.5449,CASH,F,16,软饮料
72902,46.5449,CASH,F,16,糖果
102703,40.0432,CARD,M,32,水果
102703,40.0432,CARD,M,32,鲜肉
102703,40.0432,CARD,M,32,肉罐头
102703,40.0432,CARD,M,32,软饮料
50645,31.6988,CHEQUE,F,45,鲜肉
50645,31.6988,CHEQUE,F,45,冻肉
40282,33.5207,CASH,F,42,乳制品
40282,33.5207,CASH,F,42,冻肉
40282,33.5207,CASH,F,42,白酒
40282,33.5207,CASH,F,42,糖果
94015,48.1999,CHEQUE,F,24,水果
94015,48.1999,CHEQUE,F,24,白酒
94015,48.1999,CHEQUE,F,24,鱼类
94015,48.1999,CHEQUE,F,24,糖果
98696,31.1958,CASH,M,39,白酒
98696,31.1958,CASH,M,39,糖果
43401,29.4406,CASH,M,24,水果
43401,29.4406,CASH,M,24,蔬菜罐头
43401,29.4406,CASH,M,24,冻肉
43401,29.4406,CASH,M,24,啤酒
43401,29.4406,CASH,M,24,鱼类
106585,23.6473,CASH,M,50,蔬菜罐头
106585,23.6473,CASH,M,50,肉罐头
106585,23.6473,CASH,M,50,啤酒
34702,26.3763,CARD,M,25,水果
34702,26.3763,CARD,M,25,鱼类
19999,17.1606,CARD,F,44,水果
19999,17.1606,CARD,F,44,蔬菜罐头
19999,17.1606,CARD,F,44,冻肉
19999,17.1606,CARD,F,44,鱼类
76145,27.5548,CARD,F,27,鲜肉
76145,27.5548,CARD,F,27,肉罐头
84033,43.42,CASH,F,31,鲜肉
84033,43.42,CASH,F,31,蔬菜罐头
84033,43.42,CASH,F,31,白酒
50142,17.7878,CARD,M,23,白酒
101699,15.1186,CARD,M,35,乳制品
101699,15.1186,CARD,M,35,肉罐头
101699,15.1186,CARD,M,35,冻肉
23380,36.4903,CHEQUE,M,43,鱼类
63368,42.4066,CARD,M,38,水果
63368,42.4066,CARD,M,38,蔬菜罐头
63368,42.4066,CARD,M,38,冻肉
63368,42.4066,CARD,M,38,啤酒
32392,16.1584,CARD,M,22,水果
32392,16.1584,CARD,M,22,鱼类
79577,41.2514,CARD,F,38,鲜肉
79577,41.2514,CARD,F,38,白酒
30558,16.5851,CARD,F,34,鱼类
103166,25.5922,CASH,F,33,鲜肉
103166,25.5922,CASH,F,33,乳制品
103166,25.5922,CASH,F,33,白酒
64053,31.1795,CHEQUE,F,36,白酒
28081,26.1124,CARD,M,16,水果
28081,26.1124,CARD,M,16,鲜肉
28081,26.1124,CARD,M,16,肉罐头
28081,26.1124,CARD,M,16,啤酒
28081,26.1124,CARD,M,16,鱼类
28081,26.1124,CARD,M,16,糖果
106044,36.1337,CARD,M,29,水果
106044,36.1337,CARD,M,29,蔬菜罐头
106044,36.1337,CARD,M,29,冻肉
106044,36.1337,CARD,M,29,啤酒
106044,36.1337,CARD,M,29,白酒
106044,36.1337,CARD,M,29,鱼类
11241,33.8901,CHEQUE,M,22,水果
11241,33.8901,CHEQUE,M,22,鲜肉
11241,33.8901,CHEQUE,M,22,蔬菜罐头
11241,33.8901,CHEQUE,M,22,冻肉
11241,33.8901,CHEQUE,M,22,啤酒
11241,33.8901,CHEQUE,M,22,鱼类
11966,22.1877,CARD,M,16,水果
11966,22.1877,CARD,M,16,乳制品
11966,22.1877,CARD,M,16,鱼类
11966,22.1877,CARD,M,16,糖果
15835,24.3642,CASH,F,41,鱼类
107714,22.1969,CARD,F,21,水果
107714,22.1969,CARD,F,21,鲜肉
107714,22.1969,CARD,F,21,乳制品
107714,22.1969,CARD,F,21,肉罐头
107714,22.1969,CARD,F,21,软饮料
29095,46.7096,CHEQUE,M,42,蔬菜罐头
29095,46.7096,CHEQUE,M,42,冻肉
29095,46.7096,CHEQUE,M,42,啤酒
29095,46.7096,CHEQUE,M,42,白酒
98635,33.9481,CASH,F,22,鲜肉
98635,33.9481,CASH,F,22,白酒
98635,33.9481,CASH,F,22,糖果
20849,44.9825,CASH,F,30,乳制品
20849,44.9825,CASH,F,30,蔬菜罐头
20849,44.9825,CASH,F,30,白酒
20849,44.9825,CASH,F,30,软饮料
20849,44.9825,CASH,F,30,鱼类
20849,44.9825,CASH,F,30,糖果
87703,27.7087,CASH,M,20,水果
87703,27.7087,CASH,M,20,肉罐头
87703,27.7087,CASH,M,20,鱼类
87703,27.7087,CASH,M,20,糖果
54981,49.2205,CASH,M,17,蔬菜罐头
54981,49.2205,CASH,M,17,肉罐头
54981,49.2205,CASH,M,17,白酒
51818,16.6528,CARD,M,34,水果
15650,48.7559,CARD,M,28,鱼类
56097,46.7188,CASH,F,25,白酒
56097,46.7188,CASH,F,25,糖果
54172,10.4023,CHEQUE,F,46,鲜肉
54172,10.4023,CHEQUE,F,46,啤酒
54172,10.4023,CHEQUE,F,46,鱼类
103749,34.7506,CARD,F,21,乳制品
103749,34.7506,CARD,F,21,鱼类
98409,32.6006,CASH,F,35,白酒
98409,32.6006,CASH,F,35,糖果
57762,26.7967,CASH,M,36,水果
57762,26.7967,CASH,M,36,肉罐头
82901,39.8343,CASH,F,33,白酒
82901,39.8343,CASH,F,33,糖果
88972,31.8546,CASH,M,22,水果
88972,31.8546,CASH,M,22,白酒
88972,31.8546,CASH,M,22,鱼类
73383,13.9755,CARD,M,31,肉罐头
42163,44.9981,CASH,M,29,水果
41841,18.2815,CASH,M,40,水果
41841,18.2815,CASH,M,40,鲜肉
41841,18.2815,CASH,M,40,乳制品
41841,18.2815,CASH,M,40,蔬菜罐头
41841,18.2815,CASH,M,40,软饮料
41841,18.2815,CASH,M,40,糖果
39077,20.5746,CARD,M,34,鲜肉
39077,20.5746,CARD,M,34,肉罐头
70014,17.4934,CARD,M,25,蔬菜罐头
70014,17.4934,CARD,M,25,白酒
78428,12.3794,CARD,F,38,冻肉
78428,12.3794,CARD,F,38,软饮料
23784,25.7551,CASH,F,20,乳制品
26291,14.0896,CARD,F,49,鲜肉
26291,14.0896,CARD,F,49,白酒
26291,14.0896,CARD,F,49,软饮料
88549,37.5927,CARD,M,20,水果
88549,37.5927,CARD,M,20,冻肉
88549,37.5927,CARD,M,20,软饮料
88549,37.5927,CARD,M,20,鱼类
90911,30.5207,CASH,F,16,水果
90911,30.5207,CASH,F,16,鲜肉
90911,30.5207,CASH,F,16,冻肉
17470,19.0756,CASH,F,42,冻肉
17470,19.0756,CASH,F,42,啤酒
17470,19.0756,CASH,F,42,鱼类
17470,19.0756,CASH,F,42,糖果
94531,32.7653,CASH,M,41,鲜肉
94531,32.7653,CASH,M,41,肉罐头
94531,32.7653,CASH,M,41,冻肉
90462,10.0726,CASH,M,36,鲜肉
90462,10.0726,CASH,M,36,蔬菜罐头
90462,10.0726,CASH,M,36,冻肉
90462,10.0726,CASH,M,36,啤酒
90462,10.0726,CASH,M,36,白酒
108003,12.5105,CARD,F,34,蔬菜罐头
108003,12.5105,CARD,F,34,白酒
108003,12.5105,CARD,F,34,鱼类
87953,16.2099,CARD,M,22,肉罐头
87953,16.2099,CARD,M,22,冻肉
87953,16.2099,CARD,M,22,鱼类
36863,39.4701,CARD,F,34,乳制品
36863,39.4701,CARD,F,34,白酒
36863,39.4701,CARD,F,34,糖果
28138,40.9457,CASH,F,32,鱼类
69965,38.7874,CARD,M,21,水果
69965,38.7874,CARD,M,21,乳制品
69965,38.7874,CARD,M,21,啤酒
69965,38.7874,CARD,M,21,鱼类
100047,24.1955,CHEQUE,F,23,水果
100047,24.1955,CHEQUE,F,23,蔬菜罐头
100047,24.1955,CHEQUE,F,23,鱼类
13325,41.2805,CARD,F,48,白酒
13325,41.2805,CARD,F,48,鱼类
